case_id,年龄,年龄段,身份定位,评估结论,监护状况,教养方式,认知类型,同伴关系,社区环境,在校表现,法治教育覆盖,内容接触,线上交往行为,财务行为,家庭沟通分,家庭冲突分,冲动易冲动程度,攻击暴力倾向,自我认同问题程度,受不良同伴影响强度,受社区影响强度,逃学旷课频次,法治教育学习效果,上网时间问题程度,深夜上网问题程度,接触有害内容频次,时间管理问题程度,理财观念行为问题程度,情感支持,情绪调节困难程度
Q0827,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；父母失业,传统型(强调规则),受同伴影响；偶有极端/模糊倾向,无不良同伴,社区资源丰富且治安好,经常逃学；辍学,深度参与/法治活动活跃,主要接触正面/学习资源,线上交往健康；被网络欺凌/受害,无欠债；偶尔冲动消费,2,2,2,1,0,2,1,1,5,0,0,1,2,0,3,0
Q0828,15,14-16岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,单亲；长期疾病；监护薄弱,忽视型教养,敌意价值观；偶有极端/模糊倾向；价值观模糊,受同伴影响；结交不良同伴,社区犯罪频发；社区资源贫乏；社区治安较差,偶尔逃课/逃学；辍学,无法治教育,接触游戏内容；接触诈骗信息；接触暴力/血腥内容,参与/发起网络欺凌,存在欠债；偶尔冲动消费；理财能力良好,2,3,2,2,2,2,2,3,2,2,2,2,4,4,2,2
Q0829,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,留守；父母失业,权威型(合理)；忽视型教养,偶有极端/模糊倾向；受同伴影响,受同伴影响,社区资源丰富且治安好,探索个性化学习；偶尔缺课；辍学,无法治教育,主要接触正面/学习资源,被网络欺凌/受害,被诈骗,2,0,0,2,0,1,2,0,4,3,0,2,0,0,5,0
Q0830,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,暴力型教养,受同伴影响,受同伴影响；无不良同伴；偶有接触不良同伴,社区一般；社区资源丰富且治安好,偶尔缺课,深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,线上交往健康,理财能力良好；无欠债；存在欠债,2,0,1,0,2,1,2,1,3,1,0,1,0,1,3,0
Q0831,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；单亲,传统型(强调规则),价值观模糊；无极端倾向,无不良同伴,社区资源丰富且治安好,经常逃学；偶尔缺课；辍学,深度参与/法治活动活跃；无法治教育,主要接触正面/学习资源,线上交往健康,偶尔冲动消费；无欠债,1,2,1,0,0,0,1,0,5,1,0,1,2,2,3,1
Q0832,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护）,忽视型教养；权威型(合理)；暴力型教养,价值观模糊；无极端倾向；偶有极端/模糊倾向,无不良同伴；结交不良同伴,社区资源丰富且治安好；高风险社区,偶尔逃课/逃学,偶尔宣传,主要接触正面/学习资源；接触游戏内容,参与/发起网络欺凌,被诈骗；无欠债,0,2,1,2,1,1,0,2,5,2,0,2,2,0,4,0
Q0833,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,权威型(合理),敌意价值观；无极端倾向；偶有极端/模糊倾向,无不良同伴；加入不良群体,社区资源丰富且治安好；社区一般,辍学；探索个性化学习；偶尔逃课/逃学,按课表开展；深度参与/法治活动活跃,主要接触正面/学习资源,被网络欺凌/受害；线上交往健康,被诈骗；无欠债,0,1,2,0,2,1,0,1,5,1,1,1,0,1,3,1
Q0834,13,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,单亲；留守,忽视型教养,偶有极端/模糊倾向；受同伴影响；无极端倾向,无不良同伴；结交不良同伴,社区治安较差；社区资源贫乏；高风险社区,辍学；偶尔逃课/逃学,无法治教育,主要接触正面/学习资源；接触暴力/血腥内容,参与/发起网络欺凌,被诈骗；偶尔冲动消费；理财能力良好,4,3,2,4,2,3,2,2,2,2,3,3,2,3,1,2
Q0835,16,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母常年不在,权威型(合理)；溺爱型教养；暴力型教养,偶有极端/模糊倾向,受同伴影响；结交不良同伴；无不良同伴,社区资源丰富且治安好,辍学；偶尔逃课/逃学；探索个性化学习,偶尔宣传；按课表开展,主要接触正面/学习资源；接触游戏内容,线上交往健康,存在欠债；理财能力良好,3,2,3,2,3,1,1,3,2,2,0,3,3,3,3,3
Q0836,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,溺爱型教养；传统型(强调规则),敌意价值观；价值观模糊；无极端倾向,无不良同伴；偶有接触不良同伴；加入不良群体,社区资源丰富且治安好,探索个性化学习,按课表开展；偶尔宣传,主要接触正面/学习资源；接触游戏内容,线上交往健康；被网络欺凌/受害,无欠债,1,2,1,0,2,1,2,0,4,0,1,2,1,1,4,1
Q0837,12,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,单亲；父母常年不在,权威型(合理)；溺爱型教养；暴力型教养,敌意价值观；受同伴影响,结交不良同伴,社区犯罪频发,经常逃学；辍学；探索个性化学习,深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,线上交往健康；被网络欺凌/受害,存在欠债,2,2,3,1,3,2,2,2,4,2,0,2,2,1,4,1
Q0838,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护）,权威型(合理),受同伴影响；敌意价值观,无不良同伴,社区资源丰富且治安好,辍学；经常逃学；长期旷课,无法治教育,主要接触正面/学习资源,线上交往健康,理财能力良好；存在欠债,0,1,1,0,0,1,2,2,3,1,1,0,1,2,5,1
Q0839,14,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,监护薄弱,权威型(合理)；传统型(强调规则),偶有极端/模糊倾向；无极端倾向；敌意价值观,偶有接触不良同伴,社区治安较差；高风险社区,经常逃学,无法治教育,接触游戏内容；接触诈骗信息；接触暴力/血腥内容；接触色情内容,被网络欺凌/受害；参与/发起网络欺凌,无欠债,3,3,4,2,4,4,3,2,2,2,3,2,3,2,3,3
Q0840,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,忽视型教养；溺爱型教养；传统型(强调规则),价值观模糊；受同伴影响,加入不良群体；无不良同伴,社区资源丰富且治安好,探索个性化学习；经常逃学；辍学,深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,线上交往健康,理财能力良好；严重财务问题；被诈骗,1,0,0,0,1,2,1,1,3,2,0,1,0,2,5,2
Q0841,16,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母失联；父母失业,权威型(合理),受同伴影响,受同伴影响；无不良同伴,社区治安较差,长期旷课；探索个性化学习；辍学,无法治教育；深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,被网络欺凌/受害；参与/发起网络欺凌；接触不良社交圈,偶尔冲动消费；严重财务问题,3,2,2,2,1,2,3,3,4,2,2,1,2,3,2,1
Q0842,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；父母失联,忽视型教养；权威型(合理)；溺爱型教养,受同伴影响；价值观模糊,受同伴影响；无不良同伴,社区治安较差,偶尔逃课/逃学；辍学,无法治教育,主要接触正面/学习资源；接触诈骗信息,线上交往健康,无欠债,2,0,0,0,1,0,1,0,5,1,0,0,2,2,3,0
Q0843,14,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,监护人积极参与(保护）；事实无人抚养；父母失业,权威型(合理)；暴力型教养,受同伴影响；无极端倾向,结交不良同伴,高风险社区；社区一般,辍学；经常逃学；偶尔逃课/逃学,无法治教育,接触暴力/血腥内容；接触色情内容；接触黑灰产信息；接触诈骗信息,被网络欺凌/受害；参与/发起网络欺凌,理财能力良好；存在欠债；无欠债,4,4,2,4,4,3,2,2,2,3,3,2,2,4,2,4
Q0844,13,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,监护人积极参与(保护）,忽视型教养；暴力型教养；权威型(合理),敌意价值观,偶有接触不良同伴；结交不良同伴,社区资源贫乏；社区资源丰富且治安好；社区犯罪频发,经常逃学,无法治教育,主要接触正面/学习资源；接触游戏内容；接触诈骗信息,参与/发起网络欺凌,严重财务问题；偶尔冲动消费；存在欠债,3,2,2,3,4,2,3,4,1,4,3,3,3,2,2,3
Q0845,13,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,流动监护,暴力型教养；权威型(合理),偶有极端/模糊倾向；无极端倾向；价值观模糊,偶有接触不良同伴；结交不良同伴,高风险社区,长期旷课；辍学,无法治教育；按课表开展,接触游戏内容；接触黑灰产信息；主要接触正面/学习资源,被网络欺凌/受害；参与/发起网络欺凌,理财能力良好；被诈骗,4,4,3,3,4,2,3,2,2,2,3,4,3,2,3,4
Q0846,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,权威型(合理)；忽视型教养；传统型(强调规则),无极端倾向,无不良同伴,社区资源丰富且治安好,经常逃学；偶尔逃课/逃学；辍学,按课表开展,主要接触正面/学习资源,线上交往健康,无欠债；理财能力良好；存在欠债,2,1,1,2,2,2,0,2,5,1,1,2,2,1,3,1
Q0847,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护）,传统型(强调规则)；溺爱型教养；权威型(合理),无极端倾向,无不良同伴,社区犯罪频发,偶尔缺课；探索个性化学习；经常逃学,按课表开展；深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,被网络欺凌/受害；参与/发起网络欺凌,理财能力良好；无欠债,2,2,0,2,1,0,2,0,3,1,1,0,2,1,4,0
Q0848,16,14-16岁,高风险需干预,已出现高风险行为，建议启动多部门联合干预,流动监护,忽视型教养；传统型(强调规则),偶有极端/模糊倾向,结交不良同伴；加入不良群体；无不良同伴,社区犯罪频发,经常逃学；长期旷课,无法治教育；深度参与/法治活动活跃,接触黑灰产信息；接触诈骗信息；接触暴力/血腥内容,参与/发起网络欺凌,存在欠债,3,3,5,5,3,5,5,4,1,3,4,3,3,5,0,3
Q0849,12,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,留守；长期疾病；父母失联,暴力型教养,价值观模糊；敌意价值观,加入不良群体；无不良同伴,社区一般,长期旷课；偶尔缺课,无法治教育；深度参与/法治活动活跃,接触暴力/血腥内容；接触色情内容,参与/发起网络欺凌,偶尔冲动消费,2,2,3,4,4,3,4,3,3,2,4,3,3,4,2,2
Q0850,12,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母失业,溺爱型教养；传统型(强调规则)；权威型(合理),受同伴影响；偶有极端/模糊倾向；价值观模糊,结交不良同伴；无不良同伴；加入不良群体,社区资源贫乏；高风险社区；社区治安较差,探索个性化学习；偶尔逃课/逃学,按课表开展,主要接触正面/学习资源；接触游戏内容,线上交往健康；接触不良社交圈；被网络欺凌/受害,存在欠债；无欠债,3,2,2,2,2,2,1,1,2,1,1,1,3,3,4,2
Q0851,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；监护人积极参与(保护）,暴力型教养；传统型(强调规则)；溺爱型教养,敌意价值观,加入不良群体；无不良同伴,高风险社区；社区资源丰富且治安好,经常逃学；探索个性化学习；长期旷课,深度参与/法治活动活跃,主要接触正面/学习资源,线上交往健康,被诈骗,0,0,2,2,1,2,2,2,5,1,0,1,0,0,3,2
Q0852,16,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,传统型(强调规则)；忽视型教养；权威型(合理),无极端倾向；偶有极端/模糊倾向,无不良同伴,社区一般；社区资源丰富且治安好,辍学,偶尔宣传；深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,线上交往健康；接触不良社交圈,被诈骗；理财能力良好,0,0,2,1,0,0,0,2,5,0,1,0,1,1,4,0
Q0853,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护）,溺爱型教养,敌意价值观,无不良同伴,社区资源丰富且治安好,经常逃学；偶尔缺课,按课表开展；深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,参与/发起网络欺凌,理财能力良好,0,1,1,2,0,0,2,2,5,1,1,1,2,1,4,0
Q0854,13,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母失业；长期疾病,权威型(合理),敌意价值观,结交不良同伴,社区一般,偶尔缺课,无法治教育；偶尔宣传,接触游戏内容；接触诈骗信息；主要接触正面/学习资源；接触色情内容,参与/发起网络欺凌；接触不良社交圈,存在欠债,4,3,5,5,4,5,4,5,3,5,5,5,5,4,3,5
Q0855,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在,暴力型教养；传统型(强调规则),无极端倾向；受同伴影响,无不良同伴,社区资源丰富且治安好,辍学,深度参与/法治活动活跃；无法治教育,主要接触正面/学习资源；接触游戏内容,线上交往健康,理财能力良好,2,2,0,2,1,1,1,2,3,2,0,1,0,0,5,0
Q0856,12,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,父母常年不在,溺爱型教养；忽视型教养,无极端倾向,加入不良群体,社区资源丰富且治安好,经常逃学；偶尔缺课；长期旷课,无法治教育,接触游戏内容；主要接触正面/学习资源；接触色情内容；接触黑灰产信息,被网络欺凌/受害；参与/发起网络欺凌,严重财务问题；被诈骗；无欠债,3,3,3,3,4,3,4,3,3,2,2,2,2,3,3,2
Q0857,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；监护人积极参与(保护）,传统型(强调规则)；暴力型教养；溺爱型教养,偶有极端/模糊倾向；受同伴影响,无不良同伴；加入不良群体,社区资源丰富且治安好；社区资源贫乏,辍学,偶尔宣传,主要接触正面/学习资源,线上交往健康；接触不良社交圈,理财能力良好,0,0,2,2,2,0,0,0,3,0,0,1,2,0,3,2
Q0858,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,权威型(合理)；忽视型教养,无极端倾向,无不良同伴,社区资源丰富且治安好；社区一般,辍学,深度参与/法治活动活跃；偶尔宣传,主要接触正面/学习资源,被网络欺凌/受害；线上交往健康,严重财务问题；理财能力良好,1,2,1,2,2,2,1,1,3,1,0,0,0,1,3,0
Q0859,14,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母失业；单亲,溺爱型教养,价值观模糊,加入不良群体；受同伴影响,社区资源丰富且治安好；社区一般,偶尔逃课/逃学；经常逃学,偶尔宣传；无法治教育,主要接触正面/学习资源；接触诈骗信息,参与/发起网络欺凌,偶尔冲动消费,4,4,3,3,5,5,5,5,4,4,4,3,3,3,3,3
Q0860,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,权威型(合理)；溺爱型教养,受同伴影响；无极端倾向；敌意价值观,无不良同伴,高风险社区,辍学；经常逃学,偶尔宣传；按课表开展,主要接触正面/学习资源,线上交往健康,无欠债；被诈骗,2,0,1,0,0,1,0,2,4,1,0,1,0,1,5,0
Q0861,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,传统型(强调规则),价值观模糊；偶有极端/模糊倾向,无不良同伴,社区资源丰富且治安好,偶尔缺课；探索个性化学习；辍学,深度参与/法治活动活跃,主要接触正面/学习资源,线上交往健康；参与/发起网络欺凌,被诈骗,1,1,2,0,2,2,0,2,4,1,0,1,0,0,5,2
Q0862,15,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,长期疾病；单亲,传统型(强调规则)；权威型(合理),价值观模糊；偶有极端/模糊倾向；敌意价值观,偶有接触不良同伴,社区治安较差,偶尔缺课,偶尔宣传；无法治教育,主要接触正面/学习资源；接触游戏内容,线上交往健康；接触不良社交圈,偶尔冲动消费；严重财务问题,3,1,1,1,3,3,1,3,2,0,3,1,3,1,3,1
Q0863,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,权威型(合理)；传统型(强调规则)；暴力型教养,敌意价值观；无极端倾向；价值观模糊,无不良同伴,社区一般,偶尔逃课/逃学,深度参与/法治活动活跃；偶尔宣传,主要接触正面/学习资源；接触游戏内容,线上交往健康,无欠债；理财能力良好,2,0,1,0,2,1,1,1,3,2,0,2,1,1,4,2
Q0864,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母常年不在；长期疾病,传统型(强调规则)；溺爱型教养；暴力型教养,受同伴影响；价值观模糊；敌意价值观,结交不良同伴,社区资源丰富且治安好,探索个性化学习,偶尔宣传；无法治教育,主要接触正面/学习资源；接触游戏内容,接触不良社交圈,理财能力良好,0,2,2,0,1,2,0,2,5,0,0,0,0,0,3,1
Q0865,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；父母失业,溺爱型教养；暴力型教养,价值观模糊；受同伴影响,无不良同伴,社区资源贫乏；社区资源丰富且治安好,偶尔逃课/逃学；偶尔缺课；探索个性化学习,偶尔宣传,主要接触正面/学习资源；接触游戏内容,线上交往健康,无欠债；被诈骗；偶尔冲动消费,0,2,0,1,0,2,1,2,5,1,0,1,1,2,5,1
Q0866,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,传统型(强调规则)；权威型(合理),偶有极端/模糊倾向；受同伴影响；价值观模糊,无不良同伴；偶有接触不良同伴,社区资源丰富且治安好,辍学,深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容；接触暴力/血腥内容,参与/发起网络欺凌；线上交往健康,理财能力良好；偶尔冲动消费,2,0,1,0,2,0,1,2,5,2,0,0,0,2,5,0
Q0867,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,忽视型教养；传统型(强调规则),无极端倾向；偶有极端/模糊倾向,无不良同伴,社区资源丰富且治安好,长期旷课；经常逃学,深度参与/法治活动活跃,主要接触正面/学习资源,接触不良社交圈；线上交往健康,严重财务问题,1,0,1,2,0,2,2,1,5,2,1,2,1,0,4,1
Q0868,14,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,留守；单亲,暴力型教养；溺爱型教养,价值观模糊,加入不良群体；无不良同伴,社区资源贫乏；高风险社区,长期旷课；经常逃学；探索个性化学习,偶尔宣传,接触暴力/血腥内容；接触色情内容；主要接触正面/学习资源,被网络欺凌/受害；线上交往健康,理财能力良好；偶尔冲动消费,2,4,4,2,2,4,2,2,3,4,3,4,2,4,3,4
Q0869,12,12-14岁,监护良好但有违法行为,行为偏差明显，需配合司法程序并同步提供保护性矫治,父母失业,忽视型教养,价值观模糊；敌意价值观,无不良同伴；偶有接触不良同伴；结交不良同伴,社区犯罪频发；高风险社区,偶尔逃课/逃学；探索个性化学习,无法治教育,主要接触正面/学习资源；接触游戏内容,线上交往健康,被诈骗,0,0,1,2,0,1,0,2,4,0,0,2,1,2,4,0
Q0870,14,14-16岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,监护人积极参与(保护）；监护薄弱,暴力型教养,偶有极端/模糊倾向；价值观模糊；敌意价值观,加入不良群体,社区治安较差；社区犯罪频发,长期旷课；偶尔缺课；经常逃学,偶尔宣传；深度参与/法治活动活跃,主要接触正面/学习资源；接触色情内容；接触游戏内容；接触诈骗信息,参与/发起网络欺凌,偶尔冲动消费,2,2,4,2,4,2,2,2,2,3,2,2,4,4,3,4
Q0871,15,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲；父母失业,权威型(合理)；暴力型教养；溺爱型教养,无极端倾向；偶有极端/模糊倾向,结交不良同伴,社区资源丰富且治安好,偶尔逃课/逃学；经常逃学；辍学,按课表开展；深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,参与/发起网络欺凌,无欠债；理财能力良好,1,2,2,0,1,2,2,0,4,1,1,1,2,2,5,0
Q0872,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,忽视型教养；传统型(强调规则),受同伴影响；价值观模糊,偶有接触不良同伴,社区资源丰富且治安好,长期旷课,按课表开展；偶尔宣传,主要接触正面/学习资源；接触游戏内容,线上交往健康,理财能力良好；无欠债,1,0,2,2,2,1,2,0,4,3,0,2,1,0,4,0
Q0873,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护）；单亲,暴力型教养；传统型(强调规则)；溺爱型教养,价值观模糊,无不良同伴,社区犯罪频发；高风险社区；社区资源丰富且治安好,探索个性化学习；经常逃学；长期旷课,按课表开展,主要接触正面/学习资源；接触黑灰产信息,参与/发起网络欺凌；线上交往健康,理财能力良好,1,1,1,2,0,0,0,1,4,3,2,2,0,1,5,1
Q0874,13,12-14岁,高风险需干预,已出现高风险行为，建议启动多部门联合干预,监护人积极参与(保护）,传统型(强调规则),敌意价值观,无不良同伴；结交不良同伴,高风险社区,辍学；长期旷课；经常逃学,无法治教育,接触色情内容；主要接触正面/学习资源,线上交往健康,偶尔冲动消费；存在欠债,4,3,3,3,3,5,4,3,2,5,5,5,3,3,2,3
Q0875,12,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,传统型(强调规则),偶有极端/模糊倾向；受同伴影响,无不良同伴,社区资源丰富且治安好,长期旷课；偶尔缺课；探索个性化学习,深度参与/法治活动活跃；按课表开展,主要接触正面/学习资源；接触暴力/血腥内容,线上交往健康,无欠债,0,1,1,2,2,2,0,1,5,2,0,1,1,0,5,0
Q0876,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,暴力型教养；传统型(强调规则)；忽视型教养,受同伴影响；价值观模糊；无极端倾向,受同伴影响；加入不良群体,社区犯罪频发,探索个性化学习；偶尔逃课/逃学；长期旷课,按课表开展；深度参与/法治活动活跃,主要接触正面/学习资源,接触不良社交圈；线上交往健康,理财能力良好；无欠债,0,2,2,1,0,0,0,1,3,0,1,2,1,0,4,2
Q0877,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业；单亲,传统型(强调规则),价值观模糊,无不良同伴；加入不良群体,社区资源丰富且治安好,偶尔逃课/逃学,按课表开展,主要接触正面/学习资源,接触不良社交圈；线上交往健康,被诈骗；理财能力良好,1,1,0,0,2,1,1,2,4,1,0,2,2,1,5,1
Q0878,13,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母失业,忽视型教养,受同伴影响,加入不良群体,社区一般；社区犯罪频发；高风险社区,辍学,深度参与/法治活动活跃,主要接触正面/学习资源；接触暴力/血腥内容,被网络欺凌/受害；接触不良社交圈,严重财务问题,1,1,3,1,3,2,1,1,2,3,3,3,2,2,2,1
Q0879,13,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,父母失业；监护人积极参与(保护）；单亲,权威型(合理),受同伴影响；价值观模糊,结交不良同伴,社区治安较差,经常逃学；长期旷课,无法治教育,接触暴力/血腥内容；接触色情内容；接触游戏内容；接触黑灰产信息,被网络欺凌/受害；参与/发起网络欺凌,被诈骗；存在欠债,2,2,4,3,4,2,4,3,2,2,3,2,2,4,2,3
Q0880,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病；单亲,溺爱型教养；传统型(强调规则),敌意价值观,无不良同伴；偶有接触不良同伴,社区资源丰富且治安好；社区犯罪频发,长期旷课,按课表开展；无法治教育,主要接触正面/学习资源,线上交往健康；参与/发起网络欺凌,无欠债；理财能力良好,1,1,0,0,2,2,0,1,4,0,0,0,1,1,5,1
Q0881,13,12-14岁,监护良好但有违法行为,行为偏差明显，需配合司法程序并同步提供保护性矫治,长期疾病；单亲,暴力型教养；忽视型教养,无极端倾向；敌意价值观；价值观模糊,偶有接触不良同伴；无不良同伴,社区资源贫乏；高风险社区；社区治安较差,探索个性化学习,深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,参与/发起网络欺凌,被诈骗,1,1,2,0,1,0,1,2,5,1,2,2,2,0,4,2
Q0882,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,长期疾病,暴力型教养,敌意价值观；价值观模糊,无不良同伴；结交不良同伴,社区资源丰富且治安好,长期旷课,按课表开展；深度参与/法治活动活跃,主要接触正面/学习资源,参与/发起网络欺凌；线上交往健康,无欠债,2,0,2,1,2,0,0,1,5,1,0,0,0,1,5,1
Q0883,15,14-16岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母失业,传统型(强调规则),价值观模糊,偶有接触不良同伴；受同伴影响；结交不良同伴,社区治安较差；社区资源丰富且治安好,经常逃学；偶尔缺课,深度参与/法治活动活跃；按课表开展,主要接触正面/学习资源；接触游戏内容,被网络欺凌/受害；接触不良社交圈,偶尔冲动消费；无欠债；存在欠债,2,2,3,1,1,3,3,2,4,2,1,1,3,2,2,1
Q0884,14,14-16岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,传统型(强调规则)；权威型(合理)；暴力型教养,价值观模糊；敌意价值观；无极端倾向,无不良同伴,社区资源丰富且治安好,偶尔缺课；辍学,深度参与/法治活动活跃；偶尔宣传,主要接触正面/学习资源；接触暴力/血腥内容,线上交往健康；接触不良社交圈,理财能力良好；严重财务问题,2,2,1,0,1,1,2,2,3,1,0,0,1,2,5,1
Q0885,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,忽视型教养；传统型(强调规则)；权威型(合理),敌意价值观,无不良同伴,高风险社区；社区资源丰富且治安好,探索个性化学习；辍学；偶尔缺课,深度参与/法治活动活跃；按课表开展,主要接触正面/学习资源,参与/发起网络欺凌；线上交往健康,被诈骗,2,2,1,2,1,2,0,2,3,1,1,2,0,2,5,1
Q0886,14,12-14岁,重点关注对象,风险与保护因素并存，建议制定个性化干预方案,监护人积极参与(保护）,暴力型教养,价值观模糊；偶有极端/模糊倾向,加入不良群体,社区治安较差；社区资源贫乏,偶尔缺课,无法治教育,接触游戏内容；接触黑灰产信息,参与/发起网络欺凌；线上交往健康,严重财务问题；无欠债；存在欠债,3,2,3,3,2,4,4,2,1,4,4,4,3,4,1,2
Q0887,13,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,监护人积极参与(保护）,溺爱型教养；暴力型教养；传统型(强调规则),敌意价值观；受同伴影响；偶有极端/模糊倾向,无不良同伴,社区资源丰富且治安好；社区一般,偶尔逃课/逃学；偶尔缺课；经常逃学,按课表开展,主要接触正面/学习资源；接触游戏内容,线上交往健康,理财能力良好；无欠债,1,1,2,2,0,0,0,1,5,0,0,1,2,2,4,0
Q0888,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,单亲,传统型(强调规则)；忽视型教养；暴力型教养,无极端倾向；偶有极端/模糊倾向；价值观模糊,受同伴影响；无不良同伴,社区资源丰富且治安好；社区治安较差,长期旷课；偶尔逃课/逃学,深度参与/法治活动活跃,主要接触正面/学习资源；接触游戏内容,线上交往健康；参与/发起网络欺凌,理财能力良好；无欠债,0,0,1,0,2,1,0,0,3,1,0,1,1,0,3,2
Q0889,12,12-14岁,普通学生（略需关注),存在一定风险因素，建议学校与家长加强日常关注,父母失业,传统型(强调规则),敌意价值观；价值观模糊；受同伴影响,偶有接触不良同伴；加入不良群体,社区资源丰富且治安好,偶尔缺课,无法治教育,主要接触正面/学习资源,线上交往健康,严重财务问题；无欠债；存在欠债,1,1,1,2,1,2,3,2,2,3,2,3,3,3,3,2
Q0890,14,12-14岁,普通学生（表现稳定),总体表现稳定，常规随访即可,父母失业,溺爱型教养,价值观模糊；受同伴影响；无极端倾向,无不良同伴,社区资源丰富且治安好；社区治安较差,探索个性化学习；偶尔缺课,按课表开展；深度参与/法治活动活跃,主要接触正面/学习资源,接触不良社交圈；线上交往健康,无欠债,1,1,2,2,2,0,2,2,3,3,1,0,2,0,4,1
